"carat","depth","table","x","y","z","cutNumber","colorNumber","priceNumber"
2.43,63.2,57,8.56,8.5,5.39,5,3,5
1.5,61.3,56,7.41,7.37,4.53,3,4,5
2.02,63.2,53,8.09,8.18,5.14,5,2,5
1.62,61.3,55,7.55,7.6,4.64,3,4,5
2.28,62.9,57,8.41,8.34,5.27,3,2,5
2.07,62,55,8.12,8.22,5.07,3,2,5
2.02,62.5,59,8.05,8.01,5.02,4,2,5
3.67,62.4,56,9.86,9.81,6.13,4,2,5
2.42,62.3,58,8.63,8.55,5.35,4,1,5
2.42,62.4,58,8.58,8.53,5.34,4,1,5
2.09,62.5,60,8.14,8.06,5.06,5,5,5
1.53,61.9,57,7.39,7.32,4.55,5,4,5
1.74,58.6,62,7.83,7.88,4.6,2,4,5
2.01,58.1,64,8.23,8.19,4.77,2,5,5
1.87,61.9,58,7.94,7.88,4.9,4,6,5
2.06,62.9,56,8.13,8.04,5.08,3,4,5
2.32,62.5,59,8.51,8.44,5.3,4,5,5
2.66,63.8,57,8.71,8.65,5.54,2,3,5
1.6,60.2,55.5,7.6,7.66,4.59,3,5,5
1.63,61.5,57,7.58,7.6,4.67,3,4,5
2.26,62,58,8.4,8.37,5.2,4,2,5
1.23,62.4,57,6.88,6.83,4.28,3,7,5
1.2,61.8,56,6.78,6.87,4.22,3,6,5
2.04,62.3,57,8.05,8.13,5.04,3,5,5
2.38,62.6,59,8.52,8.49,5.32,4,1,5
1.51,59.5,59,7.54,7.48,4.47,4,6,5
2.03,65.4,58,7.9,7.84,5.15,1,5,5
1.74,61.9,58,7.74,7.79,4.81,5,7,5
2.01,60.5,61,8.14,8.09,4.91,4,3,5
2.02,61.3,57,8.11,8.16,4.99,3,5,5
1.66,61.4,58,7.63,7.68,4.7,5,5,5
2.05,63.7,61,8.03,7.99,5.1,2,4,5
2.24,61.4,56,8.38,8.43,5.16,3,3,5
2.01,59.6,60,8.13,8.19,4.86,5,2,5
2.4,59.7,58,8.75,8.71,5.21,4,1,5
2.03,58.5,60,8.37,8.34,4.89,4,2,5
2.65,62,61,8.82,8.75,5.45,4,4,5
1.74,62.9,57,7.68,7.64,4.82,3,4,5
2.04,60,60,8.21,8.17,4.91,5,3,5
2.04,62,56,8.18,8.23,5.09,3,3,5
2.3,61.8,57,8.48,8.45,5.23,3,2,5
2.07,62,55,8.22,8.12,5.07,3,2,5
2.35,62.3,58,8.51,8.44,5.28,4,3,5
1.52,61.4,57,7.38,7.4,4.54,3,4,5
2.54,63.5,56,8.68,8.65,5.5,5,3,5
2.05,60.1,59,8.2,8.3,4.96,4,4,5
2.11,60.3,60.5,8.22,8.29,4.98,5,2,5
1.8,61.8,57,7.79,7.83,4.83,3,5,5
2.28,62.4,58,8.45,8.35,5.24,4,1,5
2.07,60.6,58,8.24,8.29,5.01,5,2,5
2.01,59.6,58,8.18,8.23,4.89,5,2,5
2.02,65,55,7.94,7.84,5.13,1,7,5
2.14,61.7,58,8.28,8.22,5.09,4,3,5
2.07,62.9,59,8.15,8.09,5.11,4,2,5
2.19,60.7,60,8.46,8.4,5.12,5,2,5
2.22,63.2,57,8.23,8.28,5.22,2,2,5
1.51,60,60,7.39,7.42,4.44,5,5,5
1.09,58.7,61,6.75,6.85,3.99,2,7,5
2,61.4,57,8.05,8.11,4.96,3,2,5
2.01,62.2,57,7.91,7.97,4.94,2,5,5
2.04,63.6,60,7.97,7.86,5.03,5,2,5
2,60.3,56,8.08,8.11,4.88,2,7,5
2.51,59.3,58,8.87,8.83,5.25,4,1,5
2.18,60.3,57,8.41,8.45,5.08,3,1,5
2.06,61.8,58,8.1,8.15,5.02,4,4,5
2.03,56.8,61,8.52,8.42,4.81,5,3,5
2.28,62.7,57,8.43,8.36,5.26,3,1,5
2,60.4,60,8.14,8.19,4.93,5,2,5
2,59.5,58,8.17,8.27,4.89,5,6,5
2.12,62.4,57,8.19,8.16,5.1,3,3,5
1,60.7,57,6.44,6.48,3.92,3,7,5
2.1,63,57,8.08,8.13,5.11,5,3,5
2.03,60.5,62,8.22,8.17,4.96,4,2,5
1.52,62.4,55,7.33,7.41,4.6,5,6,5
2.01,61.5,60,8.12,8.01,4.96,4,2,5
0.23,60.3,66,3.91,3.95,2.37,2,7,1
0.26,62.2,56,4.08,4.1,2.54,5,4,1
0.34,61.9,54,4.51,4.53,2.8,3,5,1
0.27,62.2,54,4.13,4.17,2.58,3,4,1
0.26,62.7,55,4.09,4.12,2.57,5,2,1
0.3,59.5,60,4.39,4.45,2.63,5,1,1
0.32,61.3,56,4.42,4.45,2.72,3,6,1
0.33,61.7,55,4.44,4.47,2.75,3,6,1
0.32,61.6,56,4.4,4.43,2.72,3,6,1
0.23,63.8,56,3.94,3.9,2.5,2,4,1
0.28,61.9,56,4.22,4.24,2.61,5,3,1
0.28,63.1,55,4.17,4.2,2.64,5,3,1
0.27,62.4,55,4.12,4.15,2.58,5,5,1
0.31,61.9,54.7,4.34,4.36,2.69,3,1,1
0.29,62.4,58,4.23,4.2,2.63,4,2,1
0.32,62,56,4.35,4.39,2.71,3,4,1
0.32,62.4,56,4.35,4.37,2.72,3,5,1
0.32,62.5,56,4.36,4.38,2.73,3,5,1
0.32,60.2,60,4.45,4.48,2.69,5,3,1
0.32,62.4,55,4.41,4.43,2.76,3,5,1
0.32,62.1,56,4.4,4.43,2.74,5,4,1
0.32,61.5,56,4.4,4.42,2.71,3,5,1
0.32,63.2,58,4.32,4.35,2.74,2,5,1
0.32,62.9,57,4.37,4.4,2.76,5,4,1
0.32,61.1,57,4.4,4.44,2.7,3,5,1
0.32,61,61,4.38,4.41,2.68,5,5,1
0.32,61.6,57,4.4,4.43,2.72,3,5,1
0.32,61.6,56,4.38,4.42,2.71,3,4,1
0.32,61.2,56,4.39,4.43,2.7,3,4,1
0.32,60.8,58,4.41,4.44,2.69,5,5,1
2.03,62.5,56,8.1,8.05,5.05,3,4,5
2.1,59.5,69,8.35,8.25,4.94,1,5,5
2.06,63.7,57,8.12,8.03,5.14,2,3,5
1.8,61.8,57,7.83,7.79,4.83,3,5,5
1.52,63.4,60,7.25,7.3,4.61,2,5,5
1.7,61,59,7.7,7.64,4.68,4,4,5
2.47,59.4,59,8.85,8.79,5.24,4,1,5
3.01,65.4,60,8.99,8.93,5.86,3,1,5
2,60.7,60,8.02,8.07,4.88,4,2,5
1.6,59.8,54,7.75,7.63,4.6,3,4,5
1.51,60,60,7.42,7.39,4.44,4,5,5
2.21,62,57,8.36,8.31,5.18,3,7,5
2.02,61.8,56,8.07,8.09,4.99,3,2,5
2.28,62.9,58,8.42,8.34,5.27,4,1,5
1.57,62.3,57,7.39,7.44,4.62,3,6,5
1.71,60.3,60,7.69,7.77,4.66,3,7,5
2.01,60.6,62,8.05,8.08,4.89,5,3,5
1.69,58.7,59,7.87,7.78,4.59,4,5,5
2.45,62,55,8.67,8.64,5.36,3,5,5
2.02,57.9,62,8.28,8.36,4.82,2,2,5
1.53,60.6,58,7.49,7.45,4.53,4,4,5
2.05,60.6,58,8.22,8.13,4.95,4,2,5
2.04,61,61,8.08,8.14,4.95,5,2,5
1.71,62.1,55,7.74,7.59,4.76,3,4,5
2.01,59.2,62,8.14,8.17,4.83,5,2,5
2.01,62.7,58,7.94,7.98,4.99,5,2,5
1.52,59.9,60,7.39,7.47,4.45,4,6,5
2.1,60.4,59,8.33,8.28,5.02,4,3,5
2.03,62.9,57,8.04,7.98,5.04,4,6,5
1.52,62.4,55,7.41,7.33,4.6,4,6,5
2.03,61.6,55,8.18,8.12,5.02,3,3,5
2.38,58.2,60,8.81,8.78,5.12,4,3,5
2,62.6,57,8.08,8.01,5.04,3,6,5
2.24,61.4,57,8.43,8.35,5.15,4,3,5
2.02,62.3,57,8.04,8.14,5.04,3,3,5
1.52,63.4,60,7.3,7.25,4.61,5,5,5
1.8,62,57,7.84,7.78,4.84,3,3,5
2.4,62.7,57,8.6,8.5,5.36,3,1,5
2.22,61.8,59,8.34,8.37,5.16,3,1,5
2.03,62.2,59,8.03,8.09,5.01,5,2,5
2,60.7,60,8.07,8.02,4.88,4,2,5
2.09,60.6,57,8.3,8.2,5,3,3,5
2.02,62.2,57,8.1,8.04,5.02,3,2,5
2.02,59.6,60,8.2,8.25,4.9,4,2,5
2.53,62.4,57,8.68,8.59,5.39,3,2,5
1.51,61.9,58,7.3,7.36,4.54,5,5,5
2.17,62.1,57,8.26,8.32,5.15,3,2,5
2.04,60.2,56,8.19,8.26,4.95,3,2,5
2.14,62,60,8.27,8.19,5.1,4,3,5
2.01,60.3,60,8.08,8.11,4.88,5,5,5
2.01,60.6,62,8.08,8.05,4.89,4,3,5
2.01,61.5,53,8.13,8.03,4.97,4,3,5
2.01,60,64,8.17,8.09,4.88,2,6,5
1.54,59.3,59,7.54,7.61,4.49,4,7,5
2.01,63.2,56,8.04,7.96,5.06,5,4,5
1.54,59.1,59,7.51,7.55,4.45,5,7,5
2.04,61,61,8.14,8.08,4.95,4,2,5
2.01,59.9,65,8.07,8,4.81,2,7,5
2.13,60.7,60,8.27,8.37,5.05,4,4,5
2.01,62.7,58,7.98,7.94,4.99,4,2,5
2.01,62.6,59,8.04,8.01,5.02,4,2,5
2.01,60.5,60,8.17,8.15,4.94,4,2,5
1.52,59.9,60,7.47,7.39,4.45,4,6,5
2.1,62.9,59,8.18,8.13,5.13,4,6,5
1.5,60.2,59,7.41,7.37,4.45,4,5,5
1.52,63.7,57,7.28,7.31,4.65,5,5,5
1.69,62.2,57,7.59,7.66,4.74,3,5,5
2.37,62.2,57,8.58,8.52,5.32,3,1,5
2.39,62.2,60,8.49,8.51,5.29,5,1,5
1.5,62.8,58,7.29,7.26,4.57,4,7,5
2.4,62.6,59,8.53,8.49,5.33,4,5,5
2.31,62.5,55,8.43,8.5,5.29,5,2,5
2.21,62.1,59,8.33,8.26,5.15,4,5,5
1.73,62.9,58,7.58,7.65,4.79,5,4,5
2.01,64.4,56,7.84,7.9,5.07,5,2,5
1.71,61.8,57,7.7,7.6,4.73,3,4,5
2.48,60.1,58,8.83,8.76,5.29,4,2,5
2.09,62.7,61,8.07,8.14,5.08,5,5,5
2.51,63.8,55,8.51,8.6,5.46,5,1,5
2.08,61.3,58,8.21,8.17,5.02,4,4,5
2.02,59.6,60,8.25,8.2,4.9,4,2,5
2,63.3,59,8.02,8,5.07,5,3,5
2.18,63.1,58,8.29,8.23,5.21,5,4,5
2.01,60.3,60,8.11,8.08,4.88,4,5,5
1.54,59.3,59,7.61,7.54,4.49,4,7,5
2.03,61.7,59,8.17,8.1,5.02,4,3,5
2.03,62.9,57,8.07,7.99,5.05,3,3,5
2.26,62.4,57,8.43,8.37,5.24,3,2,5
2.01,59.8,63,8.11,8.14,4.86,5,2,5
2.63,62.1,57,8.83,8.88,5.5,3,1,5
1.52,62.4,54,7.32,7.39,4.59,3,6,5
2.01,61,54,8.01,8.13,4.92,3,4,5
2.13,60.7,60,8.37,8.27,5.05,4,4,5
2.37,62.1,55,8.52,8.54,5.3,3,3,5
2.04,62.2,57,8.14,8.07,5.04,4,2,5
2.03,62.7,57,8.05,8.02,5.04,3,2,5
2.28,61.9,61,8.42,8.32,5.18,4,3,5
2.5,61.9,57,8.7,8.68,5.38,3,2,5
2.01,58.5,58,8.3,8.25,4.84,4,3,5
1.73,61.6,58,7.74,7.71,4.76,4,4,5
2.06,62,56,8.12,8.17,5.05,3,2,5
3,60.7,59,9.3,9.14,5.6,4,2,5
1.73,61.2,58,7.76,7.69,4.73,4,5,5
1.68,62,55,7.59,7.66,4.73,3,4,5
1.5,59.5,61,7.43,7.46,4.43,5,6,5
2.27,62.4,58,8.36,8.41,5.23,4,1,5
2.31,58.8,58,8.7,8.64,5.1,4,2,5
2.01,61.5,60,8.09,8.01,4.95,5,3,5
2.05,61.9,57,8.09,8.14,5.02,3,3,5
2.26,61.1,57,8.44,8.47,5.17,3,1,5
2.01,59.9,62,8.15,8.04,4.85,4,4,5
1.75,61.4,58,7.72,7.76,4.75,4,5,5
2.01,62,61,8.04,8.1,5,5,6,5
2.6,64.6,57,8.6,8.55,5.54,1,4,5
2.5,62.8,57,8.58,8.65,5.41,5,1,5
1.54,61,56,7.44,7.49,4.55,3,5,5
2.14,60.7,59,8.28,8.33,5.04,4,2,5
1.71,62.3,58,7.61,7.65,4.75,4,4,5
2.13,61.5,58,8.28,8.33,5.11,4,5,5
1.71,61.4,57,7.65,7.72,4.72,3,4,5
1.6,62,54,7.53,7.5,4.6,3,4,5
2.09,61.8,57,8.24,8.17,5.07,3,4,5
2.32,62.4,57,8.48,8.4,5.27,4,1,5
2.01,60.6,59,8.16,8.12,4.93,4,4,5
2.15,61.8,57,8.24,8.3,5.11,3,3,5
2.05,58.6,59,8.43,8.36,4.92,4,6,5
2.01,59.8,63,8.14,8.11,4.86,5,2,5
2.01,62.5,56,8.08,8.02,5.03,3,2,5
1.7,61.5,60,7.59,7.64,4.68,5,4,5
1.61,61.8,57,7.48,7.51,4.63,3,4,5
2.01,61.8,59,8.07,8.15,5.01,5,7,5
2,63.1,60,7.95,7.99,5.03,5,2,5
2.07,62,55,8.23,8.13,5.07,3,4,5
1.93,60.5,60,8.06,7.98,4.85,4,3,5
1.02,61.7,59,6.42,6.52,3.99,5,7,5
1.56,62,55,7.41,7.45,4.61,3,5,5
1.7,62.7,55,7.54,7.58,4.74,3,5,5
2.01,62.3,61,7.99,8.04,4.99,2,6,5
2.01,60.6,59,8.11,8.25,4.96,5,6,5
1.72,62.4,55,7.63,7.68,4.78,3,4,5
2.14,59.8,59,8.4,8.36,5.01,4,7,5
2.05,62.5,56,8.08,8.17,5.08,5,6,5
2.25,62.4,57,8.39,8.32,5.21,3,2,5
2.71,60.4,59,9.13,9.03,5.48,4,6,5
2.22,57.8,58,8.58,8.54,4.95,2,2,5
2.02,61.2,59,8.13,8.05,4.95,4,2,5
2.22,62.4,55,8.29,8.35,5.19,5,2,5
2.74,61.5,62,8.87,8.9,5.46,5,1,5
2.42,61.3,59,8.61,8.58,5.27,4,1,5
1.75,61.4,58,7.76,7.72,4.75,4,5,5
0.32,61.7,55,4.39,4.43,2.72,3,4,1
0.32,61.9,55,4.39,4.43,2.73,3,4,1
0.32,62.5,56,4.37,4.4,2.74,3,5,1
0.32,62.4,57,4.34,4.38,2.72,3,5,1
0.32,60.7,58,4.41,4.45,2.69,4,5,1
0.32,62,55,4.39,4.42,2.73,3,3,1
0.32,59.4,58,4.44,4.48,2.65,4,5,1
0.32,61.2,56,4.4,4.43,2.7,3,3,1
0.32,62.9,57,4.36,4.39,2.75,5,3,1
0.32,61.2,59,4.4,4.42,2.7,4,5,1
0.42,64.1,56,4.76,4.72,3.04,2,5,1
0.31,61.4,56,4.38,4.42,2.7,3,3,1
0.35,61.8,57,4.53,4.56,2.81,3,3,1
0.28,61.5,58,4.22,4.17,2.58,4,3,1
0.41,63.8,57,4.72,4.69,3,2,5,1
1.57,61.4,58,7.44,7.48,4.58,4,6,5
2.01,58.9,60,8.24,8.2,4.84,4,6,5
2.03,61.1,57,8.16,8.21,5,3,4,5
2.56,61.4,58,8.76,8.73,5.37,4,1,5
1.75,59.6,60,7.9,7.76,4.67,4,4,5
2.3,62.2,60,8.43,8.39,5.23,3,2,5
1.67,61.8,57,7.58,7.62,4.7,3,5,5
1.71,62.3,58,7.65,7.61,4.75,4,4,5
1.5,58.8,58,7.51,7.43,4.39,4,5,5
1.71,61.4,57,7.72,7.65,4.72,3,4,5
2.6,58.3,61,9.05,8.94,5.24,4,1,5
2.14,62.1,58,8.21,8.26,5.11,3,2,5
1.41,60.8,57,7.28,7.23,4.41,4,7,5
1.7,61.8,53,7.63,7.67,4.73,5,4,5
2.01,60,56,8.17,8.22,4.92,3,5,5
1.53,62.7,54,7.35,7.39,4.62,3,7,5
2.01,61.4,59,8.06,8.13,4.97,3,2,5
2.52,61.5,56,8.76,8.69,5.37,3,2,5
2.01,61.8,59,8.15,8.07,5.01,4,7,5
2.05,59.7,59,8.39,8.27,4.97,4,6,5
2.01,60.8,57,8.09,8.15,4.94,5,5,5
2,62.7,56,7.98,8.02,5.02,5,3,5
2.12,61.5,58,8.3,8.26,5.09,4,2,5
2.08,62,58,8.19,8.1,5.05,4,3,5
2.02,62.3,56,7.99,8.06,5,5,7,5
2.02,61.7,57,8.15,8.1,5.01,3,4,5
2.2,61.2,59,8.42,8.37,0,4,3,5
1.8,62.2,57,7.81,7.89,4.88,5,6,5
1.5,60,60,7.36,7.44,4.44,5,5,5
2.35,59.9,58,8.68,8.61,5.18,4,2,5
2.05,62.4,57,8.14,8.08,5.06,3,3,5
2.26,62.2,56,8.38,8.35,5.2,3,3,5
2.01,64,58,7.94,7.83,5.05,2,5,5
1.51,63.1,56,7.32,7.26,4.6,5,5,5
1.7,62.9,58,7.57,7.54,4.75,4,6,5
4.13,64.8,61,10,9.85,6.43,1,3,5
1.7,57.6,63,7.86,7.81,4.51,2,5,5
1.69,58.1,58,7.8,7.84,4.54,2,4,5
1.75,61.5,57,7.76,7.72,4.76,3,4,5
1.67,61.8,57,7.62,7.58,4.7,3,5,5
1.93,62.8,58,7.91,7.86,4.95,4,3,5
1.79,61.2,58,7.9,7.82,4.81,4,4,5
1.7,62.4,57,7.65,7.57,4.75,3,5,5
2.39,62.1,57,8.53,8.57,5.31,3,1,5
1.95,61.7,55,8,8.05,4.95,5,3,5
2.04,58.3,58,8.35,8.31,4.86,4,6,5
2.01,60.6,57,8.19,8.09,4.92,3,3,5
1.59,61.2,58,7.49,7.58,4.61,4,6,5
1.69,63.8,56,7.51,7.57,4.81,2,6,5
2.01,60.1,60,8.25,8.18,4.94,4,4,5
2.01,61.6,57,8.1,8.04,4.97,3,3,5
2,63.6,61,7.9,7.83,5,2,4,5
2.05,67.7,58,7.74,7.68,5.22,1,2,5
2.14,62.3,58,8.22,8.16,5.1,4,2,5
1.65,62.8,56,7.52,7.57,4.74,5,5,5
2.19,62,56,8.36,8.48,5.22,3,3,5
2,61.1,58,8.11,8.08,4.95,4,2,5
1.76,60.3,57,7.9,7.83,4.74,3,4,5
2.48,63,62,8.58,8.62,5.42,5,2,5
2.31,62.3,61,8.55,8.43,5.29,4,1,5
1.56,61.7,56,7.48,7.46,4.61,3,5,5
2.2,61.7,55,8.41,8.38,5.18,3,3,5
2.08,61.7,58,8.13,8.21,5.04,3,3,5
2.18,59.1,60,8.49,8.45,5.01,4,3,5
2.18,61,60,8.29,8.33,5.07,5,4,5
1.7,63.6,56,7.56,7.5,4.79,2,7,5
1.7,61.2,57,7.73,7.64,4.7,4,4,5
1.31,62.8,55,7.01,6.95,4.38,4,7,5
1.14,61.7,63,6.64,6.74,4.13,2,7,5
1.91,62.2,54,7.91,7.97,4.94,5,5,5
2.01,62.3,63,8.07,7.96,4.99,5,5,5
2.32,62,57,8.45,8.49,5.25,3,2,5
2.52,62.4,57,8.72,8.66,5.43,4,3,5
2.21,62.4,60,8.34,8.29,5.19,4,4,5
2.02,57.9,63,8.13,8.21,4.73,2,2,5
2,62.9,56,7.94,8.01,5.02,3,5,5
2.29,61.6,60,8.45,8.43,5.2,4,3,5
1.57,60.5,57,7.53,7.57,4.57,3,6,5
1.89,61.6,56,7.92,7.95,4.89,3,3,5
2.01,61.9,57,8,8.08,4.98,3,4,5
2.36,62.2,55,8.51,8.56,5.3,3,3,5
2,62.5,57,8.01,7.92,4.98,4,2,5
2.02,63.1,55,8,8.09,5.08,5,2,5
1.03,62,56,6.55,6.44,4.03,3,7,5
2.01,61.1,60,8.12,8.06,4.94,4,2,5
1.7,60.8,60,7.65,7.68,4.66,5,5,5
1.38,58.2,60,7.32,7.39,4.28,5,5,5
1.64,61.8,56,7.59,7.6,4.69,3,4,5
2.1,61.3,58,8.29,8.24,5.07,4,1,5
2.48,63,62,8.62,8.58,5.42,4,2,5
2.01,60.9,55,8.16,8.19,4.98,3,4,5
2.07,62.2,54,8.16,8.21,5.09,3,4,5
2.2,62.7,58,8.33,8.27,5.2,4,3,5
2.39,61.2,60,8.63,8.6,5.27,4,2,5
2.06,62.7,58,8.12,8.09,5.08,4,4,5
1.52,61.2,57,7.4,7.46,4.55,3,7,5
1.34,61.8,58,7.15,7.08,4.4,4,6,5
1.5,58.7,61,7.49,7.36,4.36,4,6,5
2.28,61.6,58,8.43,8.46,5.2,4,2,5
2,61.6,59,8.09,8.2,5.02,4,7,5
2.32,62,57,8.49,8.45,5.25,3,2,5
2.01,62.2,57,8.04,8.09,5.02,3,6,5
1.51,60.2,61,7.34,7.4,4.44,5,6,5
2.02,62.8,60,8.02,7.96,5.02,4,4,5
2,62,57,8.03,8.1,5,3,5,5
1.99,60.5,63,8.2,8.11,4.93,1,3,5
2.31,62.5,55,8.39,8.44,5.26,5,2,5
1.52,61,59,7.48,7.53,4.5,4,7,5
1.65,62.4,55,7.61,7.53,4.72,3,4,5
2,64.2,59,7.84,7.93,5.06,2,4,5
2.01,61.3,61,8.02,7.96,4.9,4,5,5
2.01,59.7,63,8.24,8.15,4.89,5,2,5
2.56,61.4,58,8.73,8.76,5.37,3,1,5
2.01,62.8,59,7.99,8.04,5.03,5,3,5
2,63.3,59,8.03,7.96,5.06,5,3,5
2,63.7,60,7.88,7.81,5,2,7,5
2,62.6,56,8.01,7.96,5,4,3,5
1.72,59.4,60,7.86,7.82,4.66,4,4,5
2.16,58.5,60,8.49,8.54,4.98,5,2,5
2.05,60.4,58,8.26,8.16,4.96,4,7,5
2.21,62.9,59,8.3,8.34,5.23,5,2,5
2.72,62.1,56,8.97,8.93,5.56,3,1,5
2.03,61.3,59,8.15,8.22,5.02,4,5,5
2.09,60.6,59,8.27,8.22,5,4,3,5
2.05,62.5,57,8.09,8.07,5.05,5,3,5
2.16,61.9,57,8.3,8.38,5.16,3,3,5
2.02,59.8,58,8.2,8.16,4.89,4,6,5
2.36,61.6,57,8.6,8.55,5.28,3,1,5
2.1,59.4,60,8.39,8.47,5.01,5,2,5
2.09,61.7,59,8.21,8.23,5.07,4,5,5
2.01,62.7,59,8.08,8.03,5.05,4,3,5
2.01,61.1,60,8.15,8.11,4.97,4,3,5
2.43,62.3,59,8.54,8.61,5.34,3,2,5
2,63,64,7.67,7.76,4.86,2,5,5
2,62,57,8.1,8.03,5,3,5,5
2.02,61.7,57,8.14,8.08,5,3,3,5
1.76,61.1,59,7.81,7.9,4.8,5,4,5
2.32,62.5,54.5,8.44,8.47,5.28,3,1,5
2.28,62.1,59,8.4,8.44,5.23,4,3,5
2.01,61.9,60,8.09,8.07,5,3,3,5
2.48,63.3,56,8.6,8.55,5.43,5,3,5
1.58,62.6,56,7.41,7.44,4.65,3,6,5
2,64.1,55,7.94,7.88,5.07,2,4,5
1.74,61.7,58,7.78,7.69,4.77,4,4,5
2.2,58.9,60,8.63,8.52,5.05,4,2,5
2.08,62,56,8.16,8.18,5.06,3,2,5
2.39,59.6,60,8.71,8.77,5.21,5,1,5
2.57,58.9,58,8.99,8.94,5.28,4,7,5
1.29,60.8,55,7.03,7.12,4.3,5,7,5
2.02,62.3,59,8.02,8.06,5.01,3,2,5
0.41,64.3,54,4.68,4.72,3.02,2,4,1
0.34,62.2,57,4.42,4.46,2.76,3,6,1
0.28,62.1,56,4.19,4.21,2.61,3,6,1
0.28,62.4,56,4.16,4.2,2.61,3,6,1
0.28,62.4,55,4.17,4.2,2.61,3,5,1
0.28,62,56,4.19,4.23,2.61,3,6,1
0.34,61.5,55,4.53,4.55,2.79,3,3,1
0.32,61.9,55,4.39,4.43,2.73,3,4,1
0.29,61.7,57,4.26,4.23,2.62,3,7,1
0.35,62.4,58,4.54,4.47,2.81,4,3,1
0.35,63.3,54,4.53,4.51,2.86,5,3,1
0.41,60.8,58,4.78,4.83,2.92,5,5,1
0.41,61.3,59,4.74,4.78,2.92,5,1,1
0.41,60.8,61,4.72,4.79,2.89,5,1,1
0.41,62.1,58,4.75,4.79,2.96,4,1,1
2.02,58.2,60,8.32,8.25,4.82,4,6,5
2.04,62.5,61,8.04,8.08,5.04,5,3,5
2,60,56,8.16,8.23,4.92,5,7,5
2.39,62.2,55,8.58,8.56,5.33,3,2,5
2.03,62.6,59,8.06,8.1,5.06,4,3,5
2.08,61,55,8.32,8.25,5.05,3,1,5
2.05,58.7,60,8.4,8.32,4.91,4,4,5
1.93,58.9,62,8.17,7.97,4.75,1,5,5
2.09,62.5,56,8.13,8.17,5.1,3,2,5
2.16,62.5,54.2,8.23,8.27,5.16,3,4,5
2.18,61.9,60,8.29,8.24,5.12,4,4,5
2.25,60.4,59,8.54,8.48,5.13,4,7,5
2.05,61.6,56,8.11,8.16,5.01,3,4,5
2.51,62.2,58,8.73,8.67,5.41,4,1,5
2.04,58.4,60,8.31,8.36,4.87,2,3,5
2.32,62,62,8.47,8.31,5.2,1,3,5
2.01,58.2,63,8.32,8.23,4.82,5,3,5
2.26,61.6,61,8.47,8.38,5.19,5,7,5
2.16,62,56,8.28,8.3,5.14,3,2,5
2.25,60.1,60,8.55,8.51,5.13,4,2,5
2.51,58.4,62,8.87,8.79,5.15,3,2,5
2.02,61.6,56,8.17,8.12,5.02,3,3,5
1.7,62.3,56,7.65,7.61,4.75,3,5,5
2.2,61.7,55,8.41,8.37,5.18,3,2,5
2,61.8,57,8.1,8.15,5.02,3,3,5
2.19,62.4,61,8.23,8.31,5.16,5,6,5
2,62.8,62,8,8.03,5.03,2,5,5
2.01,60.8,61,7.99,8.09,4.89,2,4,5
2.01,61.8,60,7.99,8.04,4.95,4,4,5
2.32,62.6,57,8.46,8.52,5.32,3,3,5
1.51,60.5,61,7.5,7.4,4.45,4,5,5
1.7,61.9,55,7.64,7.68,4.74,5,4,5
2.3,62.6,54,8.42,8.46,5.28,3,3,5
2.45,60.4,56,8.72,8.81,5.3,3,1,5
2.03,58.8,59,8.23,8.28,4.85,5,6,5
2.04,63,58,8.1,8.03,5.08,4,3,5
2.12,60.7,55,8.28,8.36,5.05,5,3,5
2.03,62.4,59,7.98,8.04,5,5,7,5
2.1,61,60,8.22,8.2,5.01,3,5,5
2.14,61.5,58,8.24,8.31,5.09,5,6,5
2.08,62.4,60,8.13,8.15,5.08,5,6,5
2.21,60.2,60,8.38,8.47,5.07,3,4,5
2.03,62.6,59,8.1,8.06,5.06,4,3,5
2.23,61.2,58,8.43,8.36,5.14,4,2,5
2.05,61.8,60,8.14,8.19,5.05,5,3,5
1.5,63.1,57,7.32,7.23,4.59,3,5,5
2.03,60.9,59,8.17,8.14,4.97,4,4,5
2,62.6,57,8.08,8.01,5.04,3,5,5
1.7,58.6,62,7.84,7.92,4.62,5,6,5
1.63,61.6,57,7.53,7.61,4.66,3,5,5
2.05,61.6,56,8.16,8.11,5.01,3,4,5
2,62.5,58,7.98,8.04,5.01,5,4,5
2.01,61.7,60,8.06,7.96,4.94,4,3,5
2.3,62.6,56,8.45,8.4,5.27,3,2,5
2.05,62.4,57,8.17,8.09,5.08,3,6,5
2.07,63.5,53,8.12,8.09,5.14,3,3,5
2.02,60.8,62,8.17,8.12,4.95,4,3,5
1.73,62.6,55,7.66,7.76,4.83,5,4,5
2.04,60.2,58,8.24,8.17,4.94,4,5,5
2.19,62.4,61,8.31,8.23,5.16,4,6,5
2.02,59.6,59,8.27,8.35,4.95,5,3,5
2.02,58.8,61,8.21,8.25,4.84,2,6,5
3.01,60.2,59,9.36,9.31,5.62,4,2,5
3.01,65.8,56,8.99,8.94,5.9,1,2,5
3.01,63.9,60,9.06,9.01,5.77,2,2,5
2.01,62.2,56,8.03,8.05,5,3,3,5
2.53,62.1,59,8.83,8.73,5.45,4,3,5
2.03,61.3,59,8.08,8.11,4.96,5,4,5
2.02,61.3,59,8.15,8.11,4.98,4,5,5
2.21,61.9,55,8.4,8.36,5.19,3,4,5
